player_name,team,fa_class,position
Tomas Telis ,Minnesota Twins,2022,C
Damek Tomscha ,Minnesota Twins,2022,3B
Nick Vincent ,Minnesota Twins,2022,RHP
Justin Washington ,Minnesota Twins,2022,OF
Tyler Watson ,Minnesota Twins,2022,LHP
Aaron Whitefield ,Minnesota Twins,2022,OF
Breckin Williams ,Minnesota Twins,2022,RHP
Cristian Alvarado ,Oakland Athletics,2022,RHP
Argenis Angulo ,Oakland Athletics,2022,RHP
Homer Bailey ,Oakland Athletics,2022,RHP
Matt Blackham ,Oakland Athletics,2022,RHP
Ben Bracewell ,Oakland Athletics,2022,RHP
Edwin Diaz ,Oakland Athletics,2022,SS
Montana DuRapau ,Oakland Athletics,2022,RHP
Zack Erwin ,Oakland Athletics,2022,LHP
Kyle Friedrichs ,Oakland Athletics,2022,RHP
Jorge Gordon ,Oakland Athletics,2022,C
Brett Graves ,Oakland Athletics,2022,RHP
Reymin Guduan ,Oakland Athletics,2022,LHP
Jesus Lage ,Oakland Athletics,2022,RHP
Eric Marinez ,Oakland Athletics,2022,RHP
Jose Mora ,Oakland Athletics,2022,RHP
Jose Morban ,Oakland Athletics,2022,RHP
James Naile ,Oakland Athletics,2022,RHP
Francisco Pena ,Oakland Athletics,2022,C
Carlos Perez ,Oakland Athletics,2022,C
Zac Reininger ,Oakland Athletics,2022,RHP
Jose Rivas ,Oakland Athletics,2022,C
Jhonny Santos ,Oakland Athletics,2022,OF
Trey Supak ,Oakland Athletics,2022,RHP
Oscar Tovar ,Oakland Athletics,2022,RHP
Mikey White ,Oakland Athletics,2022,SS
Jesus Zambrano ,Oakland Athletics,2022,RHP
Edgar Cabral ,Philadelphia Phillies,2022,C
C.J. Chatham ,Philadelphia Phillies,2022,SS
Grenny Cumana ,Philadelphia Phillies,2022,UTL
Rodolfo Duran ,Philadelphia Phillies,2022,C
Nick Fanti ,Philadelphia Phillies,2022,LHP
Arquimedes Gamboa ,Philadelphia Phillies,2022,IF
Taylor Guerrieri ,Philadelphia Phillies,2022,RHP
Tyler Heineman ,Philadelphia Phillies,2022,C
Mauricio Llovera ,Philadelphia Phillies,2022,RHP
David Paulino ,Philadelphia Phillies,2022,RHP
Cornelius Randolph ,Philadelphia Phillies,2022,OF
T.J. Rivera,Philadelphia Phillies,2022,2B
Brock Stassi ,Philadelphia Phillies,2022,1B
Charlie Tilson ,Philadelphia Phillies,2022,OF
Aneurys Zabala ,Philadelphia Phillies,2022,RHP
Alex Aquino ,Pittsburgh Pirates,2022,RHP
Tyler Bashlor ,Pittsburgh Pirates,2022,RHP
Christian Bethancourt ,Pittsburgh Pirates,2022,C
Chase Dejong ,Pittsburgh Pirates,2022,RHP
Raul Hernandez ,Pittsburgh Pirates,2022,C
Kyle Keller ,Pittsburgh Pirates,2022,RHP
Nathan Kirby ,Pittsburgh Pirates,2022,LHP
James Marvel ,Pittsburgh Pirates,2022,RHP
Oddy Nunez ,Pittsburgh Pirates,2022,LHP
Connor Overton ,Pittsburgh Pirates,2022,RHP
Shea Spitzbarth ,Pittsburgh Pirates,2022,RHP
Andrew Susac ,Pittsburgh Pirates,2022,C
Mike Ahmed ,Seattle Mariners,2022,IF
Jake Bauers ,Seattle Mariners,2022,1B
A.J. Bumpass ,Seattle Mariners,2022,OF
Jordan Cowan ,Seattle Mariners,2022,SS
Nick Duron ,Seattle Mariners,2022,RHP
Nate Fisher ,Seattle Mariners,2022,LHP
Darin Gillies ,Seattle Mariners,2022,RHP
Moises Gomez ,Seattle Mariners,2022,RHP
Justin Grimm ,Seattle Mariners,2022,RHP
Alen Hanson ,Seattle Mariners,2022,SS
Eric Jones ,Seattle Mariners,2022,C
Caleb Joseph ,Seattle Mariners,2022,C
Anthony Lepre ,Seattle Mariners,2022,C
Luis Liberato ,Seattle Mariners,2022,OF
Shed Long ,Seattle Mariners,2022,2B
Ian McKinney ,Seattle Mariners,2022,LHP
Steven Moyers ,Seattle Mariners,2022,LHP
Fausto Pediet ,Seattle Mariners,2022,RHP
Matt Pierpont ,Seattle Mariners,2022,RHP
Jack Reinheimer ,Seattle Mariners,2022,SS
Alejandro Requena ,Seattle Mariners,2022,RHP
Joseph Rosa ,Seattle Mariners,2022,SS
Brian Schlitter ,Seattle Mariners,2022,RHP
Kennie Taylor ,Seattle Mariners,2022,OF
Dillon Thomas ,Seattle Mariners,2022,OF
Sam Travis ,Seattle Mariners,2022,1B
Franklin Van Gurp ,Seattle Mariners,2022,RHP
Logan Verrett ,Seattle Mariners,2022,RHP
Zach Vincej ,Seattle Mariners,2022,IF
Zack Weiss ,Seattle Mariners,2022,RHP
Kyle Wilcox ,Seattle Mariners,2022,RHP
Jantzen Witte ,Seattle Mariners,2022,3B
Asher Wojciechowski ,Seattle Mariners,2022,RHP
Stephen Wrenn ,Seattle Mariners,2022,OF
Daniel Zamora ,Seattle Mariners,2022,LHP
Chase Anderson ,Texas Rangers,2022,RHP
Blake Bass ,Texas Rangers,2022,RHP
Wes Benjamin ,Texas Rangers,2022,LHP
Buck Farmer ,Texas Rangers,2022,RHP
Joe Gatto ,Texas Rangers,2022,RHP
Pedro Gonzalez ,Texas Rangers,2022,OF
Trey Hair ,Texas Rangers,2022,2B
Elier Hernandez ,Texas Rangers,2022,OF
John Hicks ,Texas Rangers,2022,C
David Kubiak ,Texas Rangers,2022,RHP
Jake Lemoine ,Texas Rangers,2022,RHP
Domingo Leyba ,Texas Rangers,2022,2B
Jesus Linarez ,Texas Rangers,2022,RHP
Trace Loehr ,Texas Rangers,2022,SS
Justin Marsden ,Texas Rangers,2022,RHP
Sal Mendez ,Texas Rangers,2022,LHP
Melvin Novoa ,Texas Rangers,2022,C
Luis Ortiz ,Texas Rangers,2022,RHP
Jordan Procyshen ,Texas Rangers,2022,C
Isaias Quiroz ,Texas Rangers,2022,C
Anderson Tejeda ,Texas Rangers,2022,SS
Curtis Terry ,Texas Rangers,2022,1B
Jared Walker ,Texas Rangers,2022,3B
Collin Wiles ,Texas Rangers,2022,RHP
